Project #,Project # in Queued Up,Queue Date,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,POI Transmission Line,Transmission Voltage,Study Type,Study Date,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,$2024 Total Cost/kW
G0642,G0642,2/24/20,Bonneville Power Administration,BPA,OR,Crook,N,44.22522,-120.9327,N,,230,System Impact,6/15/23,2023,N,N,Storage,600,Active,ERIS,0.28,0.5,0.79
"G0643, G0669",,,Bonneville Power Administration,BPA,OR,Crook,N,44.22522,-120.9327,N,,230,System Impact,12/1/23,2023,N,Y,Solar Hybrid,600,Active,ERIS,28.67,1.86,30.54
G0648,G0648,5/29/20,Bonneville Power Administration,BPA,OR,Klamath,N,42.07886,-121.3891,N,,500,Facility,6/6/23,2023,N,N,Storage,1100,Active,ERIS,12.78,0.11,12.89
"G0652, G0543",,,Bonneville Power Administration,BPA,OR,Umatilla,N,45.7118,-118.6244,N,,230,Facility,9/22/23,2023,N,N,Wind Hybrid,550,Active,ERIS,394.05,189.39,583.44
G0678,G0678,6/17/21,Bonneville Power Administration,BPA,OR,Morrow,N,45.8455,-119.6176,N,,230,System Impact,6/27/23,2023,N,N,Solar Hybrid,1200,Active,ERIS,3.53,0.3,3.83
G0686,G0686,8/13/21,Bonneville Power Administration,BPA,WA,Benton,N,46.4583,-119.27286,N,,115,System Impact,1/19/23,2023,N,N,Solar,127.5,Active,ERIS,39.67,0,39.67
G0709,G0709,10/26/21,Bonneville Power Administration,BPA,OR,Gilliam,N,45.7034,-120.15378,N,,230,Facility,11/16/23,2023,N,N,Storage,41,Active,ERIS,1.55,2.71,4.26
G0720,G0720,12/17/21,Bonneville Power Administration,BPA,MT,Powell,N,46.516,-112.88791,N,,230,System Impact,6/9/23,2023,N,N,Storage,120,Active,ERIS,103.52,0,103.52
G0741,G0741,5/5/22,Bonneville Power Administration,BPA,WA,Klickitat ,N,45.852,-121.31644,N,,230,System Impact,7/6/23,2023,N,N,Solar Hybrid,250,Active,ERIS,19.05,77.5,96.55
G0745,G0745,5/25/22,Bonneville Power Administration,BPA,WA,Adams,N,46.8221,-118.8578,N,Connell-Scooteney,115,Feasibility,12/15/23,2023,N,N,Solar,100,Active,ERIS,206.29,32.26,238.55
G0833,G0833,12/30/22,Bonneville Power Administration,BPA,WA,Adams,N,46.8221,-118.8578,N,Connell-Scooteney,115,Feasibility,12/15/23,2023,N,N,Solar,203,Active,ERIS,206.29,32.26,238.55
G0793,G0793,8/18/22,Bonneville Power Administration,BPA,OR,Linn,N,44.3372,-123.1674,N,Albany-Eugene #1,115,Feasibility,1/19/23,2023,N,N,Solar,80,Active,ERIS,41.95,0,41.95
G0794,G0794,8/18/22,Bonneville Power Administration,BPA,OR,Linn,N,44.3372,-123.1674,N,Albany-Eugene #1,115,Feasibility,1/19/23,2023,N,N,Solar,80,Active,ERIS,41.95,0,41.95
G0724,G0724,1/26/22,Bonneville Power Administration,BPA,OR,Curry ,N,43.13989,-124.13057,Y,Fairview-Rogue #1,230,System Impact,6/21/23,2023,N,N,Storage,600,Active,ERIS,97.97,191.81,289.77
G0725,G0725,1/26/22,Bonneville Power Administration,BPA,OR,Curry ,N,43.2129,-124.07558,N,,230,System Impact,6/21/23,2023,N,N,Storage,600,Active,ERIS,12.88,1.02,13.9
G0663,G0663,12/21/20,Bonneville Power Administration,BPA,OR,Crook,N,44.12841,-119.86608,Y,Grizzly – Captain Jack #1 ,500,System Impact,8/2/23,2023,N,N,Solar Hybrid,700,Active,ERIS,129.04,0.8,129.84
G0598,G0598,8/1/18,Bonneville Power Administration,BPA,WA,Klickitat,N,45.88105,-1250.8808,N,,500,Facility,8/11/23,2023,N,N,Solar Hybrid,160,Active,NRIS,112.02,1.52,113.54
G0642,G0642,2/24/20,Bonneville Power Administration,BPA,OR,Crook,N,44.22522,-120.9327,N,,230,System Impact,6/15/23,2023,N,N,Storage,600,Active,NRIS,0.28,0.5,0.79
"G0643, G0669",,,Bonneville Power Administration,BPA,OR,Crook,N,44.22522,-120.9327,N,,230,System Impact,12/1/23,2023,N,Y,Solar Hybrid,600,Active,NRIS,28.67,1.86,30.54
G0648,G0648,5/29/20,Bonneville Power Administration,BPA,OR,Klamath,N,42.07886,-121.3891,N,,500,Facility,6/6/23,2023,N,N,Storage,1100,Active,NRIS,12.78,0.11,12.89
"G0652, G0543",,,Bonneville Power Administration,BPA,OR,Umatilla,N,45.7118,-118.6244,N,,230,Facility,9/22/23,2023,N,N,Wind Hybrid,550,Active,NRIS,394.05,189.39,583.44
G0678,G0678,6/17/21,Bonneville Power Administration,BPA,OR,Morrow,N,45.8455,-119.6176,N,,230,System Impact,6/27/23,2023,N,N,Solar Hybrid,1200,Active,NRIS,3.53,0.3,3.83
G0686,G0686,8/13/21,Bonneville Power Administration,BPA,WA,Benton,N,46.4583,-119.27286,N,,115,System Impact,1/19/23,2023,N,N,Solar,127.5,Active,NRIS,39.67,0,39.67
G0709,G0709,10/26/21,Bonneville Power Administration,BPA,OR,Gilliam,N,45.7034,-120.15378,N,,230,Facility,11/16/23,2023,N,N,Storage,41,Active,NRIS,1.55,2.71,4.26
G0720,G0720,12/17/21,Bonneville Power Administration,BPA,MT,Powell,N,46.516,-112.88791,N,,230,System Impact,6/9/23,2023,N,N,Storage,120,Active,NRIS,103.52,0,103.52
G0741,G0741,5/5/22,Bonneville Power Administration,BPA,WA,Klickitat ,N,45.852,-121.31644,N,,230,System Impact,7/6/23,2023,N,N,Solar Hybrid,250,Active,NRIS,19.05,77.5,96.55
G0745,G0745,5/25/22,Bonneville Power Administration,BPA,WA,Adams,N,46.8221,-118.8578,N,Connell-Scooteney,115,Feasibility,12/15/23,2023,N,N,Solar,100,Active,NRIS,206.29,32.26,238.55
G0833,G0833,12/30/22,Bonneville Power Administration,BPA,WA,Adams,N,46.8221,-118.8578,N,Connell-Scooteney,115,Feasibility,12/15/23,2023,N,N,Solar,203,Active,NRIS,206.29,32.26,238.55
G0793,G0793,8/18/22,Bonneville Power Administration,BPA,OR,Linn,N,44.3372,-123.1674,N,Albany-Eugene #1,115,Feasibility,1/19/23,2023,N,N,Solar,80,Active,NRIS,41.95,0,41.95
G0794,G0794,8/18/22,Bonneville Power Administration,BPA,OR,Linn,N,44.3372,-123.1674,N,Albany-Eugene #1,115,Feasibility,1/19/23,2023,N,N,Solar,80,Active,NRIS,41.95,0,41.95
G0724,G0724,1/26/22,Bonneville Power Administration,BPA,OR,Curry ,N,43.13989,-124.13057,Y,Fairview-Rogue #1,230,System Impact,6/21/23,2023,N,N,Storage,600,Active,NRIS,97.97,191.81,289.77
G0725,G0725,1/26/22,Bonneville Power Administration,BPA,OR,Curry ,N,43.2129,-124.07558,N,,230,System Impact,6/21/23,2023,N,N,Storage,600,Active,NRIS,12.88,1.02,13.9
G0663,G0663,12/21/20,Bonneville Power Administration,BPA,OR,Crook,N,44.12841,-119.86608,Y,Grizzly – Captain Jack #1 ,500,System Impact,8/2/23,2023,N,N,Solar Hybrid,700,Active,NRIS,129.04,0.8,129.84
G0527,G0527,2/4/16,Bonneville Power Administration,BPA,OR,Lake,N,43.6592,-121.4491,N,La Pine – Fort Rock,115,Facility,3/19/24,2024,Y,Y,Solar,105,Active,,25.06,11.72,36.78
G0625,G0625,6/5/19,Bonneville Power Administration,BPA,OR,Umatilla,N,45.92419,-119.31362,N,,230,Facility,6/3/24,2024,N,N,Solar,191,Active,,22.44,8.5,30.94
G0651,G0651,7/8/20,Bonneville Power Administration,BPA,OR,Lake,N,43.31475,-120.8942,Y,Grizzly-Summer Lake #3,500,Facility,6/20/24,2024,N,N,Solar Hybrid,400,Active,ERIS,657.24,329.88,987.12
G0829,G0829,12/9/22,Bonneville Power Administration,BPA,WA,Douglas,N,47.29297,-120.07653,N,,115,Feasibility,7/3/24,2024,N,N,Storage,20,Active,,75.25,0,75.25
G0748,G0748,6/15/22,Bonneville Power Administration,BPA,OR,Klamath ,N,42.07886,-121.3891,N,,500,System Impact,4/23/24,2024,N,N,Gas Hybrid,1650,Active,NRIS,3.09,6.8,9.89
G0752,G0752,6/15/22,Bonneville Power Administration,BPA,OR,Morrow,N,45.8455,-119.6176,Y,,500-230,Feasibility,6/20/24,2024,N,N,Gas Hybrid,1650,Active,NRIS,44.12,29.23,73.35
G0760,G0760,6/16/22,Bonneville Power Administration,BPA,WA,Grant,N,46.87645,-119.93826,Y,,500,Feasibility,6/24/24,2024,N,N,Gas Hybrid,1650,Active,NRIS,24.23,0,24.23
G0781,G0781,8/17/22,Bonneville Power Administration,BPA,OR,Morrow,N,45.7988,-119.8857,Y,,500-230,Feasibility,6/24/24,2024,N,N,Solar Hybrid,440,Active,NRIS,33.94,0,33.94
G0782,G0782,8/17/22,Bonneville Power Administration,BPA,OR,Morrow,N,45.7988,-119.8857,Y,,500-230,Feasibility,6/24/24,2024,N,N,Solar Hybrid,210,Active,NRIS,33.94,0,33.94
G0828,G0828,12/8/22,Bonneville Power Administration,BPA,WA,Grant,N,46.87645,-119.93826,N,,230,Feasibility,6/24/24,2024,N,N,Storage,100,Active,ERIS,105.41,0,105.41
G0785,G0785,8/17/22,Bonneville Power Administration,BPA,OR,Morrow,N,45.7988,-119.8857,Y,,500-230,Feasibility,6/24/24,2024,N,N,Solar Hybrid,440,Active,NRIS,33.94,0,33.94
G0786,G0786,8/17/22,Bonneville Power Administration,BPA,OR,Morrow,N,45.7988,-119.8857,Y,,500-230,Feasibility,6/24/24,2024,N,N,Solar Hybrid,210,Active,NRIS,33.94,0,33.94
G0753,G0753,6/15/22,Bonneville Power Administration,BPA,WA,Douglas,N,47.29297,-120.07653,N,,230,Feasibility,6/25/24,2024,N,N,Solar Hybrid,300,Active,ERIS,50.21,0,50.21
G0670,G0670,2/22/21,Bonneville Power Administration,BPA,WA,Benton,N,46.51522,-119.9347,N,,500,Facility,5/30/24,2024,N,N,Solar Hybrid,500,Active,NRIS,19.15,3.2,22.36
G0683,G0683,7/19/21,Bonneville Power Administration,BPA,WA,Benton,N,46.51522,-119.9347,N,,500,Facility,5/30/24,2024,N,N,Wind,200,Active,NRIS,9.92,0,9.92
G0921,G0921,9/1/23,Bonneville Power Administration,BPA,WA,Thurston,N,46.4743,-122.3177,Y,Chehalis-Covington No 1,,Feasibility,6/28/24,2024,N,N,Wind Hybrid,300,Active,NRIS,102.9,0,102.9
G0830,G0830,12/14/22,Bonneville Power Administration,BPA,WA,Thurston,N,47.00109,-122.9533,N,,115,Feasibility,6/14/24,2024,N,N,Storage,20,Active,ERIS,579.62,0,579.62
G0654,G0654,8/31/20,Bonneville Power Administration,BPA,OR,Lake ,N,42.8093,-120.4318,N,,230,System Impact,6/21/24,2024,N,N,Solar,170,Active,ERIS,46.12,0,46.12
G0655,G0655,8/31/20,Bonneville Power Administration,BPA,OR,Lake ,N,42.8093,-120.4318,N,,230,System Impact,6/20/24,2024,N,N,Solar,200,Active,ERIS,18.48,2.71,21.18
G0656,G0656,9/16/20,Bonneville Power Administration,BPA,WA,Grant,N,46.87645,-119.93826,N,,230,Facility,1/12/24,2024,N,N,Storage,500,Active,ERIS,21.47,1.25,22.72
G0664,G0664,12/21/20,Bonneville Power Administration,BPA,OR,Lake,N,42.8093,-120.4318,Y, Grizzly – Summer Lake #1,500,System Impact,6/20/24,2024,N,N,Solar Hybrid,700,Active,ERIS,7.93,4.61,12.54
G0344,G0344,9/4/08,Bonneville Power Administration,BPA,OR,Gilliam,N,45.8307,-119.8382,Y,Ashe – Marion 500kV #2 line,500,Facility,6/24/24,2024,N,N,Wind,488,Active,ERIS,169.15,10.02,179.17
G0619,G0619,4/10/19,Bonneville Power Administration,BPA,OR,Gilliam,N,45.8307,-119.8382,Y,Ashe – Marion 500kV #2 line,500,Facility,6/24/24,2024,N,N,Wind,500,Active,ERIS,169.15,10.02,179.17
G0728,G0728,2/4/22,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,,500,Feasibility,6/17/24,2024,N,N,Wind Hybrid,750,Active,ERIS,241.62,159.79,401.41
G0838,G0838,2/3/23,Bonneville Power Administration,BPA,OR,Jefferson,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Solar,150,Active,ERIS,489.61,0,489.61
G0676,G0676,3/29/21,Bonneville Power Administration,BPA,WA,Klickitat,N,45.98038,-120.38449,N,,230,Facility,6/28/24,2024,N,N,Solar Hybrid,125,Active,ERIS,11.25,0.41,11.66
G0839,G0839,2/3/23,Bonneville Power Administration,BPA,OR,Jefferson,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Solar Hybrid,150,Active,ERIS,489.61,0,489.61
G0687,G0687,8/25/21,Bonneville Power Administration,BPA,OR,Sherman,N,45.37196,-120.707373,Y,Ashe -Marion #2 ,500,Facility,6/20/24,2024,N,N,Solar,900,Active,ERIS,124.02,9.91,133.94
G0865,G0865,6/2/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Solar Hybrid,200,Active,ERIS,40.41,0,40.41
G0866,G0866,6/2/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Solar,300,Active,ERIS,40.41,0,40.41
G0867,G0867,6/2/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Wind,100,Active,ERIS,202.05,0,202.05
G0874,G0874,6/30/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,,500,Feasibility,6/17/24,2024,N,N,Solar Hybrid,500,Active,ERIS,56.4,0,56.4
G0758,G0758,6/16/22,Bonneville Power Administration,BPA,OR,Jefferson,N,44.4818,-121.0204,N, Grizzly-Captain Jack #1,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,1650,Active,ERIS,71.41,0,71.41
G0825,G0825,11/20/22,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,Buckley-Grizzly #1 ,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,400,Active,ERIS,294.57,0,294.57
G0826,G0826,11/20/22,Bonneville Power Administration,BPA,OR,Klamath,N,43.31475,-120.8942,N,Grizzly-Summer Lake #1,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,560,Active,ERIS,210.41,0,210.41
G0841,G0841,2/15/23,Bonneville Power Administration,BPA,OR,Lake,N,43.31475,-120.8942,N,Grizzly-Summer Lake #1,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,400,Active,ERIS,70.5,0,70.5
G0849,G0849,3/22/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.3115,-120.7936,N,Buckley-Grizzly #1 ,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,400,Active,ERIS,17.5,0,17.5
G0850,G0850,3/22/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.3115,-120.7936,N,Buckley-Grizzly #1 ,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,400,Active,ERIS,17.5,0,17.5
G0705,G0705,9/24/21,Bonneville Power Administration,BPA,WA,Benton,N,45.92419,-119.31362,N,,115,Facility,1/12/24,2024,N,N,Solar,60,Active,ERIS,49.23,0,49.23
G0723,G0723,1/26/22,Bonneville Power Administration,BPA,OR,Curry ,N,42.4834,-124.40738,N,,115,System Impact,6/21/24,2024,N,N,Storage,200,Active,ERIS,143.53,1694.19,1837.72
G0861,G0861,4/25/23,Bonneville Power Administration,BPA,OR,Deschutes,N,44.12758,-119.86728,N,Grizzly-Captain Jack #1,500,Feasibility,6/24/24,2024,N,N,Wind,617,Active,ERIS,243.92,0,243.92
G0870,G0870,6/30/23,Bonneville Power Administration,BPA,OR,Lake,N,42.07886,-121.3891,N,,500,Feasibility,6/24/24,2024,N,N,Wind,500,Active,ERIS,221.65,0,221.65
G0871,G0871,6/30/23,Bonneville Power Administration,BPA,OR,Lake,N,42.07886,-121.3891,N,,500,Feasibility,6/24/24,2024,N,N,Wind,500,Active,ERIS,56.4,0,56.4
G0731,G0731,2/18/22,Bonneville Power Administration,BPA,ID,,N,48.42893,-116.471708,N,Sand Creek-Bonners Ferry #1 and #2,13.8,Facility,6/4/24,2024,N,N,Other,10,Active,ERIS,55.69,12.95,68.64
G0746,G0746,5/25/22,Bonneville Power Administration,BPA,WA,Benton,N,45.7017,-120.1578,N,,115,System Impact,4/9/24,2024,N,N,Solar Hybrid,75,Active,ERIS,34.79,13.2,47.99
G0749,G0749,6/15/22,Bonneville Power Administration,BPA,MT,Powell,N,46.516,-112.88791,N,,230,System Impact,6/24/24,2024,N,N,Solar Hybrid,300,Active,ERIS,27.18,7.84,35.02
G0858,G0858,4/14/23,Bonneville Power Administration,BPA,WA,Douglas,N,47.29297,-120.07653,N,,115,Feasibility,7/3/24,2024,N,N,Storage,130,Active,ERIS,75.25,0,75.25
G0840,G0840,2/7/23,Bonneville Power Administration,BPA,WA,Grant,N,47.8039,-119.8705,Y,Chief Joseph – Sickler #1,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,300,Active,ERIS,179.62,0,179.62
G0853,G0853,3/24/23,Bonneville Power Administration,BPA,WA,Grant,N,47.8039,-119.8705,Y,Chief Joseph – Sickler #1,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,300,Active,ERIS,179.62,0,179.62
G0843,G0843,2/22/23,Bonneville Power Administration,BPA,WA,Klickitat,N,45.8221,-121.3533,Y,Horse Heaven-Harvalum #1,230,Feasibility,6/19/24,2024,N,N,Solar Hybrid,120,Active,ERIS,176.6,0.64,177.24
G0844,G0844,2/22/23,Bonneville Power Administration,BPA,WA,Klickitat,N,45.832,-120.2164,Y,Horse Heaven-Harvalum #1,230,Feasibility,6/19/24,2024,N,N,Solar Hybrid,280,Active,ERIS,176.6,0.64,177.24
G0819,G0819,11/2/22,Bonneville Power Administration,BPA,OR,Douglas,N,42.8339,-123.1482,Y,Grand Coulee – Columbia #3,230,Feasibility,6/24/24,2024,N,N,Wind,200,Active,ERIS,112.18,0,112.18
G0820,G0820,11/2/22,Bonneville Power Administration,BPA,OR,Douglas,N,42.8339,-123.1482,Y,Grand Coulee – Columbia #3,230,Feasibility,6/24/24,2024,N,N,Solar Hybrid,200,Active,ERIS,112.18,0,112.18
G0800,G0800,9/16/22,Bonneville Power Administration,BPA,OR,Douglas,N,43.7478,-124.0792,N,,115,Feasibility,6/12/24,2024,N,N,Wind Hybrid,80,Active,ERIS,144.91,0,144.91
G0801,G0801,9/16/22,Bonneville Power Administration,BPA,OR,Douglas,N,43.7478,-124.0792,N,,115,Feasibility,6/12/24,2024,N,N,Wind Hybrid,200,Active,ERIS,14.56,168.52,183.08
G0802,G0802,9/16/22,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,,115,Feasibility,6/12/24,2024,N,N,Wind Hybrid,80,Active,ERIS,144.91,0,144.91
G0804,G0804,9/16/22,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,,230,Feasibility,6/12/24,2024,N,N,Wind Hybrid,200,Active,ERIS,60.93,462.66,523.59
G0807,G0807,9/16/22,Bonneville Power Administration,BPA,OR,Lane/Lincoln,N,44.00745,-124.011,N,,230,Feasibility,6/12/24,2024,N,N,Wind Hybrid,600,Active,ERIS,5.84,199.87,205.72
G0808,G0808,9/16/22,Bonneville Power Administration,BPA,OR,Coos/Douglas,N,43.2129,-124.07558,N,,230,Feasibility,6/12/24,2024,N,N,Wind Hybrid,600,Active,ERIS,20.31,0,20.31
G0809,G0809,9/16/22,Bonneville Power Administration,BPA,OR,Lane,N,44.00745,-124.011,N,,230,Feasibility,6/12/24,2024,N,N,Wind Hybrid,600,Active,ERIS,5.84,222.01,227.86
G0811,G0811,9/16/22,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,,230,Feasibility,6/12/24,2024,N,N,Wind Hybrid,20,Active,ERIS,175.32,0,175.32
G0812,G0812,9/16/22,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,,230,Feasibility,6/12/24,2024,N,N,Wind Hybrid,600,Active,ERIS,5.84,0,5.84
G0767,G0767,8/1/22,Bonneville Power Administration,BPA,WA,Grant,N,47.29297,-120.07653,N,,230,Feasibility,6/25/24,2024,N,N,Solar,200,Active,ERIS,50.21,0,50.21
G0673,G0673,3/9/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,600,Active,ERIS,5.95,0,5.95
G0674,G0674,3/9/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,600,Active,ERIS,5.95,0,5.95
G0675,G0675,3/9/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,600,Active,ERIS,5.95,0,5.95
G0693,G0693,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,100,Active,ERIS,5.95,0,5.95
G0694,G0694,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,100,Active,ERIS,5.95,0,5.95
G0848,G0848,3/6/23,Bonneville Power Administration,BPA,OR,Douglas,N,43.2129,-124.07558,N,,230,Feasibility,6/13/24,2024,N,N,Wind,1000,Active,ERIS,11.88,129.83,141.7
G0695,G0695,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,500,Feasibility,6/25/24,2024,N,N,Solar Hybrid,1300,Active,ERIS,5.95,0,5.95
G0696,G0696,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,500,Feasibility,6/25/24,2024,N,N,Solar Hybrid,1300,Active,ERIS,5.95,0,5.95
G0697,G0697,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,500,Feasibility,6/25/24,2024,N,N,Solar Hybrid,1300,Active,ERIS,5.95,0,5.95
G0698,G0698,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,600,Active,ERIS,5.95,0,5.95
G0700,G0700,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,600,Active,ERIS,5.95,0,5.95
G0701,G0701,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,600,Active,ERIS,5.95,0,5.95
G0702,G0702,9/22/21,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,,230,Feasibility,6/25/24,2024,N,N,Solar,600,Active,ERIS,5.95,0,5.95
G0830,G0830,12/14/22,Bonneville Power Administration,BPA,WA,Thurston,N,47.00109,-122.9533,N,,115,Feasibility,6/14/24,2024,N,N,Storage,20,Active,NRIS,579.62,0,579.62
G0654,G0654,8/31/20,Bonneville Power Administration,BPA,OR,Lake ,N,42.8093,-120.4318,N,,230,System Impact,6/21/24,2024,N,N,Solar,170,Active,NRIS,46.12,0,46.12
G0655,G0655,8/31/20,Bonneville Power Administration,BPA,OR,Lake ,N,42.8093,-120.4318,N,,230,System Impact,6/20/24,2024,N,N,Solar,200,Active,NRIS,18.48,2.71,21.18
G0656,G0656,9/16/20,Bonneville Power Administration,BPA,WA,Grant,N,46.87645,-119.93826,N,,230,Facility,1/12/24,2024,N,N,Storage,500,Active,NRIS,21.47,1.25,22.72
G0664,G0664,12/21/20,Bonneville Power Administration,BPA,OR,Lake,N,42.8093,-120.4318,Y, Grizzly – Summer Lake #1,500,System Impact,6/20/24,2024,N,N,Solar Hybrid,700,Active,NRIS,7.93,4.61,12.54
G0344,G0344,9/4/08,Bonneville Power Administration,BPA,OR,Gilliam,N,45.8307,-119.8382,Y,Ashe – Marion 500kV #2 line,500,Facility,6/24/24,2024,N,N,Wind,488,Active,NRIS,169.15,10.02,179.17
G0619,G0619,4/10/19,Bonneville Power Administration,BPA,OR,Gilliam,N,45.8307,-119.8382,Y,Ashe – Marion 500kV #2 line,500,Facility,6/24/24,2024,N,N,Wind,500,Active,NRIS,169.15,10.02,179.17
G0728,G0728,2/4/22,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,,500,Feasibility,6/17/24,2024,N,N,Wind Hybrid,750,Active,NRIS,241.62,159.79,401.41
G0838,G0838,2/3/23,Bonneville Power Administration,BPA,OR,Jefferson,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Solar,150,Active,NRIS,489.61,0,489.61
G0676,G0676,3/29/21,Bonneville Power Administration,BPA,WA,Klickitat,N,45.98038,-120.38449,N,,230,Facility,6/28/24,2024,N,N,Solar Hybrid,125,Active,NRIS,11.25,0.41,11.66
G0839,G0839,2/3/23,Bonneville Power Administration,BPA,OR,Jefferson,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Solar Hybrid,150,Active,NRIS,489.61,0,489.61
G0687,G0687,8/25/21,Bonneville Power Administration,BPA,OR,Sherman,N,45.37196,-120.707373,Y,Ashe -Marion #2 ,500,Facility,6/20/24,2024,N,N,Solar,900,Active,NRIS,124.02,9.91,133.94
G0865,G0865,6/2/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Solar Hybrid,200,Active,NRIS,40.41,0,40.41
G0866,G0866,6/2/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Solar,300,Active,NRIS,40.41,0,40.41
G0867,G0867,6/2/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,,230,Feasibility,6/17/24,2024,N,N,Wind,100,Active,NRIS,202.05,0,202.05
G0874,G0874,6/30/23,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,,500,Feasibility,6/17/24,2024,N,N,Solar Hybrid,500,Active,NRIS,56.4,0,56.4
G0758,G0758,6/16/22,Bonneville Power Administration,BPA,OR,Jefferson,N,44.4818,-121.0204,N, Grizzly-Captain Jack #1,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,1650,Active,NRIS,71.41,0,71.41
G0825,G0825,11/20/22,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,Buckley-Grizzly #1 ,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,400,Active,NRIS,294.57,0,294.57
G0826,G0826,11/20/22,Bonneville Power Administration,BPA,OR,Klamath,N,43.31475,-120.8942,N,Grizzly-Summer Lake #1,500,Feasibility,6/24/24,2024,N,N,Solar Hybrid,560,Active,NRIS,210.41,0,210.41
